"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210947","Alkal1","620393","ENSMUSG00000087247",-0.942712678836787,4.87871950753632,-2.85321955521546,0.0137818131837217,0.150121532333958,-2.96037122438825
"2","17210984","Pcmtd1","319263","ENSMUSG00000051285",-0.264558992451054,9.20840205452474,-1.85084125875754,0.0874603107086493,0.341351610068741,-4.61272217118222
"3","17211000","Rrs1","59014","ENSMUSG00000061024",0.10890722138747,6.17845557565013,0.338577903282712,0.740431331461373,0.884266586116846,-6.11130166400065
"4","17211004","Adhfe1","76187","ENSMUSG00000025911",-0.877052786730123,7.22547116161244,-3.78055298153681,0.00236074053070729,0.0749379393914967,-1.32198425339942
"5","17211131","Prex2","109294","ENSMUSG00000048960",-0.150646625237655,10.6090541455091,-1.07090051591206,0.304042459654357,0.590861860443049,-5.60451235863869
"6","17211198","Sulf1","240725","ENSMUSG00000016918",-0.35075608088659,8.24964631249966,-1.14350876366912,0.273817052591352,0.568677658914805,-5.52912372672296
"7","17211258","Rdh10","98711","ENSMUSG00000025921",-0.0760904637934026,8.17113757078434,-0.30054050433171,0.768603101051836,0.89893135902552,-6.12374318447456
"8","17211286","Ly96","17087","ENSMUSG00000025779",0.393560045227106,8.54243405894443,1.41376756957258,0.181348967692708,0.480948059073491,-5.21502809280496
"9","17211305","Pi15","94227","ENSMUSG00000067780",0.22626200297265,7.0747618338067,0.711653394669639,0.489479811548446,0.735324360829173,-5.91409186901169
"10","17211382","Efhc1","71877","ENSMUSG00000041809",-1.05965143879797,7.77081858831078,-5.1390444052382,0.000201537339866416,0.0389210939109861,0.963118520179327
"11","17211405","Gsta3","14859","ENSMUSG00000025934",-0.246941041739367,8.6396764459162,-1.01328240446995,0.329744799220428,0.615804579840893,-5.66141585646597
"12","17211423","Khdc1c","433278","ENSMUSG00000041722",-0.0369331370775474,3.62370650413472,-0.119287308393594,0.906904353250469,0.962304085937417,-6.16284618180463
"13","17211441","Mir30a","387225","ENSMUSG00000065405",-0.248166427027062,4.05567961392351,-0.989458318359342,0.340821964091958,0.62686287757395,-5.68416906994731
"14","17211443","Mir30c-2","723964","ENSMUSG00000065567",-0.704907470329819,5.49830640787995,-2.26218352326251,0.0418084476502016,0.242472807233648,-3.96718966949266
"15","17211587","Dst","13518","ENSMUSG00000026131",-0.330393976254914,8.65577484576327,-2.26753198516781,0.0413991904987842,0.242209521756071,-3.95842156846119
"16","17211790","Hs6st1","50785","ENSMUSG00000045216",-0.0480150220057904,8.00217031924609,-0.294269627223087,0.773281876893681,0.89893135902552,-6.1256542767612
"17","17211795","Arid5a","214855","ENSMUSG00000037447",0.342247176497534,7.20130671553131,1.29093032354753,0.219615164905331,0.51840309111879,-5.3640514814718
"18","17211822","Cnnm4","94220","ENSMUSG00000037408",0.449828144264525,6.80727755278559,2.61045753747596,0.0218367787321351,0.18627228006894,-3.38162605271405
"19","17212087","Npas2","18143","ENSMUSG00000026077",1.62054431294189,7.55486177447088,3.40914793963051,0.00477167893398458,0.101372796076247,-1.97803589077397
"20","17212138","Map4k4","26921","ENSMUSG00000026074",0.138847356845057,9.37739322100331,0.918920682056304,0.375172596625767,0.648113906108699,-5.74881003176344
"21","17212174","Il1r2","16178","ENSMUSG00000026073",0.837702839563152,6.35368215928444,2.08239111537123,0.0580058346541496,0.282204982865995,-4.25683172484839
"22","17212185","Il1r1","16177","ENSMUSG00000026072",0.244982399271702,8.92704280644983,1.31336628470791,0.212174616313703,0.512349103722448,-5.33758405083233
"23","17212199","Il1rl2","107527","ENSMUSG00000070942",-0.305078014284731,7.06991804366679,-1.83122051669707,0.0904962813083887,0.348433946862826,-4.6418519617366
"24","17212211","Il1rl1","17082","ENSMUSG00000026069",0.337535293863201,5.35193974127878,1.51683833569664,0.153672557964885,0.445119108985373,-5.08256287193539
"25","17212229","Il18r1","16182","ENSMUSG00000026070",0.756761139388601,9.49667663672346,3.40013877384413,0.00485426071716241,0.102762812567209,-1.99400739920185
"26","17212252","Il18rap","16174","ENSMUSG00000026068",0.353831943351876,6.62181549463811,1.62531428638463,0.128513858121425,0.41183738342792,-4.93639615788064
"27","17212269","Slc9a4","110895","ENSMUSG00000026065",-0.260125044043341,5.63916541804527,-1.07793279615501,0.301010188330766,0.588177442364521,-5.59738829103296
"28","17212301","Tmem182","381339","ENSMUSG00000079588",-0.458247790757598,6.69695709652701,-1.07521886097209,0.302177734245334,0.589305600867121,-5.60014221485718
"29","17212373","Tpp2","22019","ENSMUSG00000041763",0.269262576110782,8.91700232963609,1.62901867614083,0.127721760433583,0.411608965442495,-4.93128884780122
